S/N,Order_Date,TransactionID,CustomerID,ProductID,Quantity_Supplied,Discount(%)
324,3/7/2019,DCLPS/878,DCP/pop/5496,DCCP/Class H/1511,198,7
325,3/7/2019,DCLPS/879,DCP/pop/5502,DCCP/Class H/1512,80,0
326,3/7/2019,DCLPS/880,DCP/pop/5574,DCCP/Class H/1513,95,9
327,3/7/2019,DCLPS/881,DCP/pop/5565,DCCP/Class J /1494,183,7
328,3/7/2019,DCLPS/882,DCP/pop/5574,DCCP/Class J /1488,81,8
329,3/7/2019,DCLPS/883,DCP/pop/5639,DCCP/Class H/1514,225,2
330,3/7/2019,DCLPS/884,DCP/pop/5554,DCCP/Class A/1480,30,4
331,3/7/2019,DCLPS/885,DCP/pop/5498,DCCP/Class A/1485,158,3
332,3/7/2019,DCLPS/886,DCP/pop/5658,DCCP/Class V/1520,46,4
333,3/8/2019,DCLPS/887,DCP/pop/5543,DCCP/Class J /1488,212,4
334,3/8/2019,DCLPS/888,DCP/pop/5531,DCCP/Class A/1480,180,10
335,3/8/2019,DCLPS/889,DCP/pop/5586,DCCP/Class J /1488,220,10
336,3/8/2019,DCLPS/890,DCP/pop/5630,DCCP/Class J /1482,196,6
337,3/8/2019,DCLPS/891,DCP/pop/5482,DCCP/Class J /1494,160,7
338,3/8/2019,DCLPS/892,DCP/pop/5506,DCCP/Class A/1487,102,0
339,3/8/2019,DCLPS/893,DCP/pop/5563,DCCP/Class V/1505,14,7
340,3/8/2019,DCLPS/894,DCP/pop/5557,DCCP/Class V/1495,249,0
341,3/8/2019,DCLPS/895,DCP/pop/5578,DCCP/Class V/1520,19,0
342,3/8/2019,DCLPS/896,DCP/pop/5545,DCCP/Class V/1497,84,2
343,3/8/2019,DCLPS/897,DCP/pop/5620,DCCP/Class J /1488,191,3
344,3/8/2019,DCLPS/898,DCP/pop/5493,DCCP/Class H/1512,271,7
345,3/8/2019,DCLPS/899,DCP/pop/5605,DCCP/Class WT/1492,32,4
346,3/8/2019,DCLPS/900,DCP/pop/5542,DCCP/Class H/1514,278,3
347,3/11/2019,DCLPS/901,DCP/pop/5604,DCCP/Class A/1480,86,7
348,3/11/2019,DCLPS/902,DCP/pop/5573,DCCP/Class J /1488,202,5
349,3/11/2019,DCLPS/903,DCP/pop/5538,DCCP/Class A/1480,70,7
350,3/12/2019,DCLPS/904,DCP/pop/5569,DCCP/Class H/1514,272,7
351,3/12/2019,DCLPS/905,DCP/pop/5512,DCCP/Class A/1480,76,1
352,3/12/2019,DCLPS/906,DCP/pop/5491,DCCP/Class A/1485,176,9
353,3/12/2019,DCLPS/907,DCP/pop/5628,DCCP/Class J /1488,249,10
354,3/12/2019,DCLPS/908,DCP/pop/5545,DCCP/Class J /1483,244,6
355,3/14/2019,DCLPS/909,DCP/pop/5578,DCCP/Class V/1505,78,9
356,3/14/2019,DCLPS/910,DCP/pop/5482,DCCP/Class V/1495,132,1
357,3/14/2019,DCLPS/911,DCP/pop/5560,DCCP/Class V/1495,39,10
358,3/14/2019,DCLPS/912,DCP/pop/5510,DCCP/Class V/1505,148,5
359,3/14/2019,DCLPS/913,DCP/pop/5558,DCCP/Class V/1497,93,5
360,3/14/2019,DCLPS/914,DCP/pop/5498,DCCP/Class J /1482,57,5
361,3/14/2019,DCLPS/915,DCP/pop/5648,DCCP/Class H/1514,285,0
362,3/14/2019,DCLPS/916,DCP/pop/5561,DCCP/Class A/1487,207,6
363,3/14/2019,DCLPS/917,DCP/pop/5592,DCCP/Class A/1480,283,5
364,3/14/2019,DCLPS/918,DCP/pop/5574,DCCP/Class A/1485,167,6
365,3/14/2019,DCLPS/919,DCP/pop/5563,DCCP/Class A/1480,220,5
366,3/14/2019,DCLPS/920,DCP/pop/5524,DCCP/Class A/1485,132,7
367,3/14/2019,DCLPS/921,DCP/pop/5631,DCCP/Class V/1524,145,9
368,3/14/2019,DCLPS/922,DCP/pop/5579,DCCP/Class V/1505,284,9
369,3/14/2019,DCLPS/923,DCP/pop/5611,DCCP/Class V/1497,7,9
370,3/15/2019,DCLPS/924,DCP/pop/5548,DCCP/Class J /1483,173,6
371,3/15/2019,DCLPS/925,DCP/pop/5655,DCCP/Class J /1483,60,8
372,3/15/2019,DCLPS/926,DCP/pop/5626,DCCP/Class J /1475,234,10
373,3/15/2019,DCLPS/927,DCP/pop/5604,DCCP/Class A/1487,234,8
374,3/15/2019,DCLPS/928,DCP/pop/5548,DCCP/Class A/1480,271,10
375,3/15/2019,DCLPS/929,DCP/pop/5514,DCCP/Class A/1485,294,0
376,3/15/2019,DCLPS/930,DCP/pop/5629,DCCP/Class J /1494,187,10
377,3/15/2019,DCLPS/931,DCP/pop/5580,DCCP/Class H/1511,233,5
378,3/15/2019,DCLPS/932,DCP/pop/5593,DCCP/Class J /1488,60,5
379,3/18/2019,DCLPS/933,DCP/pop/5655,DCCP/Class V/1496,168,6
380,3/18/2019,DCLPS/934,DCP/pop/5550,DCCP/Class V/1496,298,4
381,3/20/2019,DCLPS/935,DCP/pop/5548,DCCP/Class A/1480,246,10
382,3/20/2019,DCLPS/936,DCP/pop/5605,DCCP/Class J /1488,234,1
383,3/20/2019,DCLPS/937,DCP/pop/5611,DCCP/Class A/1484,264,9
384,3/20/2019,DCLPS/938,DCP/pop/5531,DCCP/Class H/1512,184,1
385,3/20/2019,DCLPS/939,DCP/pop/5570,DCCP/Class A/1480,148,9
386,3/20/2019,DCLPS/940,DCP/pop/5566,DCCP/Class A/1484,138,1
387,3/20/2019,DCLPS/941,DCP/pop/5632,DCCP/Class V/1520,12,0
388,3/20/2019,DCLPS/942,DCP/pop/5636,DCCP/Class A/1480,238,5
389,3/20/2019,DCLPS/943,DCP/pop/5604,DCCP/Class J /1488,97,8
390,3/20/2019,DCLPS/944,DCP/pop/5505,DCCP/Class A/1485,240,10
391,3/20/2019,DCLPS/945,DCP/pop/5634,DCCP/Class A/1480,101,7
392,3/20/2019,DCLPS/946,DCP/pop/5529,DCCP/Class V/1495,272,10
393,3/20/2019,DCLPS/947,DCP/pop/5569,DCCP/Class J /1488,140,6
394,3/20/2019,DCLPS/948,DCP/pop/5601,DCCP/Class M/1486,10,2
395,3/21/2019,DCLPS/949,DCP/pop/5509,DCCP/Class J /1488,133,2
396,3/21/2019,DCLPS/950,DCP/pop/5528,DCCP/Class A/1480,21,3
397,3/21/2019,DCLPS/951,DCP/pop/5590,DCCP/Class A/1485,38,7
398,3/21/2019,DCLPS/952,DCP/pop/5640,DCCP/Class V/1505,72,0
399,3/21/2019,DCLPS/953,DCP/pop/5613,DCCP/Class J /1488,31,4
400,3/21/2019,DCLPS/954,DCP/pop/5652,DCCP/Class A/1480,66,7
401,3/21/2019,DCLPS/955,DCP/pop/5552,DCCP/Class A/1480,275,0
402,3/21/2019,DCLPS/956,DCP/pop/5496,DCCP/Class J /1483,82,1
403,3/21/2019,DCLPS/957,DCP/pop/5529,DCCP/Class J /1488,268,6
404,3/21/2019,DCLPS/958,DCP/pop/5508,DCCP/Class J /1494,257,6
405,3/21/2019,DCLPS/959,DCP/pop/5558,DCCP/Class H/1514,114,8
406,3/21/2019,DCLPS/960,DCP/pop/5524,DCCP/Class A/1485,296,10
407,3/21/2019,DCLPS/961,DCP/pop/5597,DCCP/Class A/1484,87,3
408,3/21/2019,DCLPS/962,DCP/pop/5624,DCCP/Class V/1496,39,7
409,3/21/2019,DCLPS/963,DCP/pop/5517,DCCP/Class A/1480,93,2
410,3/21/2019,DCLPS/964,DCP/pop/5578,DCCP/Class J /1494,174,7
411,3/21/2019,DCLPS/965,DCP/pop/5495,DCCP/Class A/1485,217,2
412,3/21/2019,DCLPS/966,DCP/pop/5490,DCCP/Class H/1514,142,5
413,3/21/2019,DCLPS/967,DCP/pop/5507,DCCP/Class J /1483,208,6
414,3/21/2019,DCLPS/968,DCP/pop/5485,DCCP/Class J /1481,206,5
415,3/21/2019,DCLPS/969,DCP/pop/5505,DCCP/Class J /1483,105,2
416,3/21/2019,DCLPS/970,DCP/pop/5573,DCCP/Class A/1487,101,7
417,3/21/2019,DCLPS/971,DCP/pop/5541,DCCP/Class A/1485,259,4
418,3/21/2019,DCLPS/972,DCP/pop/5553,DCCP/Class A/1480,217,4
419,3/21/2019,DCLPS/973,DCP/pop/5579,DCCP/Class H/1514,129,2
420,3/21/2019,DCLPS/974,DCP/pop/5514,DCCP/Class J /1494,29,6
421,3/28/2019,DCLPS/975,DCP/pop/5611,DCCP/Class M/1509,148,5
422,3/28/2019,DCLPS/976,DCP/pop/5646,DCCP/Class A/1480,215,4
423,3/28/2019,DCLPS/977,DCP/pop/5488,DCCP/Class H/1513,282,7
424,3/28/2019,DCLPS/978,DCP/pop/5528,DCCP/Class H/1510,202,7
425,3/28/2019,DCLPS/979,DCP/pop/5583,DCCP/Class J /1488,110,1
426,3/28/2019,DCLPS/980,DCP/pop/5658,DCCP/Class A/1480,132,9
427,3/28/2019,DCLPS/981,DCP/pop/5624,DCCP/Class J /1475,265,10
428,3/28/2019,DCLPS/982,DCP/pop/5600,DCCP/Class A/1487,232,6
429,3/28/2019,DCLPS/983,DCP/pop/5556,DCCP/Class J /1488,228,6
430,3/28/2019,DCLPS/984,DCP/pop/5598,DCCP/Class A/1484,64,4
431,3/28/2019,DCLPS/985,DCP/pop/5505,DCCP/Class J /1483,3,3
432,3/28/2019,DCLPS/986,DCP/pop/5608,DCCP/Class H/1513,201,3
433,3/28/2019,DCLPS/987,DCP/pop/5547,DCCP/Class H/1512,270,0
434,3/28/2019,DCLPS/988,DCP/pop/5505,DCCP/Class H/1512,18,6
435,3/28/2019,DCLPS/989,DCP/pop/5656,DCCP/Class V/1505,184,1
436,3/28/2019,DCLPS/990,DCP/pop/5610,DCCP/Class J /1493,108,10
437,3/28/2019,DCLPS/991,DCP/pop/5552,DCCP/Class J /1482,55,8
438,3/28/2019,DCLPS/992,DCP/pop/5492,DCCP/Class A/1480,93,5
439,3/28/2019,DCLPS/993,DCP/pop/5635,DCCP/Class J /1488,199,2
440,3/28/2019,DCLPS/994,DCP/pop/5542,DCCP/Class H/1514,290,8
441,3/28/2019,DCLPS/995,DCP/pop/5511,DCCP/Class A/1484,114,8
442,3/28/2019,DCLPS/996,DCP/pop/5547,DCCP/Class J /1488,281,5
443,3/29/2019,DCLPS/997,DCP/pop/5581,DCCP/Class J /1488,147,4
444,3/29/2019,DCLPS/998,DCP/pop/5539,DCCP/Class A/1480,264,4
445,3/29/2019,DCLPS/999,DCP/pop/5511,DCCP/Class A/1487,36,7
446,3/29/2019,DCLPS/1000,DCP/pop/5589,DCCP/Class J /1488,55,7
447,3/29/2019,DCLPS/1001,DCP/pop/5549,DCCP/Class A/1484,202,2
448,3/29/2019,DCLPS/1002,DCP/pop/5650,DCCP/Class A/1485,39,6
449,3/29/2019,DCLPS/1003,DCP/pop/5561,DCCP/Class J /1483,52,6
450,3/29/2019,DCLPS/1004,DCP/pop/5546,DCCP/Class H/1514,88,7
451,3/29/2019,DCLPS/1005,DCP/pop/5603,DCCP/Class A/1480,27,5
452,3/29/2019,DCLPS/1006,DCP/pop/5629,DCCP/Class A/1485,285,8
453,3/29/2019,DCLPS/1007,DCP/pop/5644,DCCP/Class J /1482,197,1
454,3/29/2019,DCLPS/1008,DCP/pop/5636,DCCP/Class J /1494,254,6
455,3/29/2019,DCLPS/1009,DCP/pop/5589,DCCP/Class J /1488,94,2
456,3/29/2019,DCLPS/1010,DCP/pop/5525,DCCP/Class H/1514,95,3
457,3/29/2019,DCLPS/1011,DCP/pop/5520,DCCP/Class A/1480,202,7
458,3/29/2019,DCLPS/1012,DCP/pop/5588,DCCP/Class A/1484,253,10
459,3/29/2019,DCLPS/1013,DCP/pop/5487,DCCP/Class A/1487,230,4
460,3/29/2019,DCLPS/1014,DCP/pop/5649,DCCP/Class J /1488,64,4
461,3/29/2019,DCLPS/1015,DCP/pop/5531,DCCP/Class A/1480,293,1
462,3/29/2019,DCLPS/1016,DCP/pop/5554,DCCP/Class A/1484,187,2
463,3/29/2019,DCLPS/1017,DCP/pop/5570,DCCP/Class H/1513,54,3
464,3/29/2019,DCLPS/1018,DCP/pop/5588,DCCP/Class J /1525,89,3
465,3/29/2019,DCLPS/1019,DCP/pop/5646,DCCP/Class V/1496,191,6
466,3/29/2019,DCLPS/1020,DCP/pop/5521,DCCP/Class V/1521,156,4
467,3/29/2019,DCLPS/1021,DCP/pop/5598,DCCP/Class V/1496,175,3
468,3/29/2019,DCLPS/1022,DCP/pop/5580,DCCP/Class V/1521,170,3
469,3/29/2019,DCLPS/1023,DCP/pop/5554,DCCP/Class V/1505,186,2
470,3/29/2019,DCLPS/1024,DCP/pop/5548,DCCP/Class J /1483,67,10
471,3/29/2019,DCLPS/1025,DCP/pop/5498,DCCP/Class A/1480,100,6
472,4/1/2019,DCLPS/1026,DCP/pop/5542,DCCP/Class M/1509,20,7
473,4/2/2019,DCLPS/1027,DCP/pop/5627,DCCP/Class J /1483,168,1
474,4/2/2019,DCLPS/1028,DCP/pop/5550,DCCP/Class J /1481,171,4
475,4/2/2019,DCLPS/1029,DCP/pop/5560,DCCP/Class J /1489,181,1
476,4/2/2019,DCLPS/1030,DCP/pop/5626,DCCP/Class A/1487,236,9
477,4/2/2019,DCLPS/1031,DCP/pop/5628,DCCP/Class H/1514,286,10
478,4/2/2019,DCLPS/1032,DCP/pop/5512,DCCP/Class J /1494,55,9
479,4/2/2019,DCLPS/1033,DCP/pop/5518,DCCP/Class J /1489,168,2
480,4/3/2019,DCLPS/1034,DCP/pop/5511,DCCP/Class A/1480,126,4
481,4/3/2019,DCLPS/1035,DCP/pop/5541,DCCP/Class A/1487,170,3
482,4/3/2019,DCLPS/1036,DCP/pop/5637,DCCP/Class A/1484,116,5
483,4/3/2019,DCLPS/1037,DCP/pop/5493,DCCP/Class J /1483,240,10
484,4/3/2019,DCLPS/1038,DCP/pop/5555,DCCP/Class A/1480,166,8
485,4/3/2019,DCLPS/1039,DCP/pop/5577,DCCP/Class A/1487,190,3
486,4/3/2019,DCLPS/1040,DCP/pop/5566,DCCP/Class J /1483,289,2
487,4/3/2019,DCLPS/1041,DCP/pop/5511,DCCP/Class WT/1526,11,1
488,4/3/2019,DCLPS/1042,DCP/pop/5538,DCCP/Class H/1514,91,10
489,4/3/2019,DCLPS/1043,DCP/pop/5640,DCCP/Class J /1488,136,0
490,4/4/2019,DCLPS/1044,DCP/pop/5543,DCCP/Class A/1480,291,10
491,4/4/2019,DCLPS/1045,DCP/pop/5550,DCCP/Class H/1512,178,9
492,4/4/2019,DCLPS/1046,DCP/pop/5564,DCCP/Class H/1514,292,2
493,4/5/2019,DCLPS/1047,DCP/pop/5533,DCCP/Class H/1512,275,3
494,4/5/2019,DCLPS/1048,DCP/pop/5491,DCCP/Class V/1505,74,5
495,4/5/2019,DCLPS/1049,DCP/pop/5504,DCCP/Class J /1483,29,0
496,4/5/2019,DCLPS/1050,DCP/pop/5564,DCCP/Class A/1480,52,2
497,4/5/2019,DCLPS/1051,DCP/pop/5569,DCCP/Class H/1514,76,4
498,4/5/2019,DCLPS/1052,DCP/pop/5603,DCCP/Class J /1488,20,10
499,4/8/2019,DCLPS/1053,DCP/pop/5501,DCCP/Class A/1480,68,6
500,4/8/2019,DCLPS/1054,DCP/pop/5532,DCCP/Class V/1505,182,3
501,4/8/2019,DCLPS/1055,DCP/pop/5579,DCCP/Class J /1489,198,4
502,4/9/2019,DCLPS/1056,DCP/pop/5573,DCCP/Class A/1480,90,4
503,4/9/2019,DCLPS/1057,DCP/pop/5492,DCCP/Class A/1487,176,10
504,4/9/2019,DCLPS/1058,DCP/pop/5597,DCCP/Class J /1483,93,0
505,4/9/2019,DCLPS/1059,DCP/pop/5607,DCCP/Class H/1512,46,9
506,4/9/2019,DCLPS/1060,DCP/pop/5535,DCCP/Class H/1513,19,5
507,4/9/2019,DCLPS/1061,DCP/pop/5578,DCCP/Class V/1505,161,8
508,4/10/2019,DCLPS/1062,DCP/pop/5493,DCCP/Class V/1496,196,3
509,4/11/2019,DCLPS/1063,DCP/pop/5577,DCCP/Class J /1483,217,7
510,4/11/2019,DCLPS/1064,DCP/pop/5505,DCCP/Class A/1480,105,4
511,4/11/2019,DCLPS/1065,DCP/pop/5566,DCCP/Class J /1483,100,1
512,4/11/2019,DCLPS/1066,DCP/pop/5558,DCCP/Class M/1519,189,3
513,4/11/2019,DCLPS/1067,DCP/pop/5624,DCCP/Class J /1482,114,6
514,4/11/2019,DCLPS/1068,DCP/pop/5649,DCCP/Class A/1484,134,9
515,4/11/2019,DCLPS/1069,DCP/pop/5483,DCCP/Class M/1486,17,10
516,4/11/2019,DCLPS/1070,DCP/pop/5575,DCCP/Class A/1487,268,6
517,4/11/2019,DCLPS/1071,DCP/pop/5630,DCCP/Class J /1494,5,7
518,4/11/2019,DCLPS/1072,DCP/pop/5500,DCCP/Class A/1485,96,3
519,4/12/2019,DCLPS/1073,DCP/pop/5618,DCCP/Class A/1487,222,2
520,4/12/2019,DCLPS/1074,DCP/pop/5549,DCCP/Class V/1496,277,0
521,4/15/2019,DCLPS/1075,DCP/pop/5495,DCCP/Class A/1485,183,10
522,4/15/2019,DCLPS/1076,DCP/pop/5557,DCCP/Class A/1487,153,9
523,4/15/2019,DCLPS/1077,DCP/pop/5512,DCCP/Class J /1481,261,7
524,4/15/2019,DCLPS/1078,DCP/pop/5635,DCCP/Class H/1512,15,6
525,4/15/2019,DCLPS/1079,DCP/pop/5488,DCCP/Class J /1488,16,10
526,4/15/2019,DCLPS/1080,DCP/pop/5643,DCCP/Class A/1484,117,7
527,4/15/2019,DCLPS/1081,DCP/pop/5533,DCCP/Class A/1485,178,5
528,4/15/2019,DCLPS/1082,DCP/pop/5523,DCCP/Class A/1480,165,7
529,4/15/2019,DCLPS/1083,DCP/pop/5599,DCCP/Class H/1513,179,6
530,4/15/2019,DCLPS/1084,DCP/pop/5595,DCCP/Class H/1512,29,6
531,4/15/2019,DCLPS/1085,DCP/pop/5478,DCCP/Class H/1514,86,1
532,4/15/2019,DCLPS/1086,DCP/pop/5574,DCCP/Class A/1484,14,6
533,4/15/2019,DCLPS/1087,DCP/pop/5611,DCCP/Class V/1527,53,2
534,4/15/2019,DCLPS/1088,DCP/pop/5623,DCCP/Class V/1496,267,7
535,4/15/2019,DCLPS/1089,DCP/pop/5645,DCCP/Class A/1480,244,5
536,4/15/2019,DCLPS/1090,DCP/pop/5640,DCCP/Class H/1514,75,0
537,4/15/2019,DCLPS/1091,DCP/pop/5615,DCCP/Class J /1489,126,9
538,4/18/2019,DCLPS/1092,DCP/pop/5541,DCCP/Class A/1480,125,6
539,4/18/2019,DCLPS/1093,DCP/pop/5575,DCCP/Class A/1487,267,2
540,4/18/2019,DCLPS/1094,DCP/pop/5650,DCCP/Class A/1480,281,5
541,4/18/2019,DCLPS/1095,DCP/pop/5639,DCCP/Class A/1484,96,5
542,4/18/2019,DCLPS/1096,DCP/pop/5517,DCCP/Class A/1485,203,8
543,4/18/2019,DCLPS/1097,DCP/pop/5657,DCCP/Class J /1483,63,7
544,4/18/2019,DCLPS/1098,DCP/pop/5603,DCCP/Class H/1514,217,5
545,4/18/2019,DCLPS/1099,DCP/pop/5504,DCCP/Class A/1480,239,10
546,4/24/2019,DCLPS/1100,DCP/pop/5512,DCCP/Class A/1480,280,2
547,4/25/2019,DCLPS/1101,DCP/pop/5531,DCCP/Class J /1481,62,6
548,4/25/2019,DCLPS/1102,DCP/pop/5607,DCCP/Class J /1489,168,5
549,4/25/2019,DCLPS/1103,DCP/pop/5579,DCCP/Class J /1483,276,0
550,4/25/2019,DCLPS/1104,DCP/pop/5558,DCCP/Class A/1485,157,9
551,4/25/2019,DCLPS/1105,DCP/pop/5613,DCCP/Class A/1480,128,8
552,4/25/2019,DCLPS/1106,DCP/pop/5524,DCCP/Class J /1483,112,1
553,4/25/2019,DCLPS/1107,DCP/pop/5590,DCCP/Class J /1494,91,9
554,4/25/2019,DCLPS/1108,DCP/pop/5497,DCCP/Class J /1482,77,10
555,4/25/2019,DCLPS/1109,DCP/pop/5616,DCCP/Class A/1485,185,8
556,4/25/2019,DCLPS/1110,DCP/pop/5491,DCCP/Class V/1498,234,9
557,4/25/2019,DCLPS/1111,DCP/pop/5563,DCCP/Class V/1504,176,3
558,4/25/2019,DCLPS/1112,DCP/pop/5612,DCCP/Class H/1513,271,6
559,4/25/2019,DCLPS/1113,DCP/pop/5620,DCCP/Class H/1512,127,9
560,4/25/2019,DCLPS/1114,DCP/pop/5600,DCCP/Class J /1483,167,9
561,4/25/2019,DCLPS/1115,DCP/pop/5541,DCCP/Class J /1481,152,1
562,4/26/2019,DCLPS/1116,DCP/pop/5485,DCCP/Class V/1496,33,9
563,4/26/2019,DCLPS/1117,DCP/pop/5519,DCCP/Class V/1521,208,9
564,4/30/2019,DCLPS/1118,DCP/pop/5511,DCCP/Class A/1480,257,7
565,4/30/2019,DCLPS/1119,DCP/pop/5597,DCCP/Class A/1480,277,0
566,4/30/2019,DCLPS/1120,DCP/pop/5560,DCCP/Class A/1485,286,6
567,4/30/2019,DCLPS/1121,DCP/pop/5605,DCCP/Class M/1509,235,9
568,4/30/2019,DCLPS/1122,DCP/pop/5494,DCCP/Class M/1509,153,6
569,4/30/2019,DCLPS/1123,DCP/pop/5528,DCCP/Class M/1528,245,5
570,4/30/2019,DCLPS/1124,DCP/pop/5539,DCCP/Class A/1484,173,3
571,4/30/2019,DCLPS/1125,DCP/pop/5540,DCCP/Class H/1514,230,5
572,4/30/2019,DCLPS/1126,DCP/pop/5526,DCCP/Class H/1512,160,5
573,5/3/2019,DCLPS/1127,DCP/pop/5587,DCCP/Class WT/1478,95,8
574,5/3/2019,DCLPS/1128,DCP/pop/5486,DCCP/Class M/1523,127,2
575,5/3/2019,DCLPS/1129,DCP/pop/5574,DCCP/Class M/1529,215,9
576,5/3/2019,DCLPS/1130,DCP/pop/5591,DCCP/Class A/1480,64,5
577,5/3/2019,DCLPS/1131,DCP/pop/5547,DCCP/Class A/1487,224,10
578,5/3/2019,DCLPS/1132,DCP/pop/5633,DCCP/Class J /1494,132,6
579,5/3/2019,DCLPS/1133,DCP/pop/5625,DCCP/Class J /1483,147,8
580,5/3/2019,DCLPS/1134,DCP/pop/5622,DCCP/Class M/1509,197,3
581,5/3/2019,DCLPS/1135,DCP/pop/5658,DCCP/Class J /1483,3,10
582,5/3/2019,DCLPS/1136,DCP/pop/5577,DCCP/Class H/1514,36,2
583,5/3/2019,DCLPS/1137,DCP/pop/5562,DCCP/Class A/1477,201,4
584,5/6/2019,DCLPS/1138,DCP/pop/5494,DCCP/Class J /1483,212,5
585,5/6/2019,DCLPS/1139,DCP/pop/5569,DCCP/Class J /1515,83,4
586,5/6/2019,DCLPS/1140,DCP/pop/5659,DCCP/Class J /1489,53,9
587,5/7/2019,DCLPS/1141,DCP/pop/5529,DCCP/Class J /1483,199,5
588,5/8/2019,DCLPS/1142,DCP/pop/5601,DCCP/Class M/1486,235,9
589,5/8/2019,DCLPS/1143,DCP/pop/5633,DCCP/Class J /1525,51,9
590,5/8/2019,DCLPS/1144,DCP/pop/5594,DCCP/Class J /1481,198,1
591,5/8/2019,DCLPS/1145,DCP/pop/5594,DCCP/Class H/1514,131,7
592,5/8/2019,DCLPS/1146,DCP/pop/5502,DCCP/Class A/1487,83,6
593,5/8/2019,DCLPS/1147,DCP/pop/5608,DCCP/Class A/1480,81,4
594,5/8/2019,DCLPS/1148,DCP/pop/5538,DCCP/Class H/1514,18,2
595,5/8/2019,DCLPS/1149,DCP/pop/5536,DCCP/Class J /1494,85,1
596,5/10/2019,DCLPS/1150,DCP/pop/5657,DCCP/Class V/1495,21,8
597,5/13/2019,DCLPS/1151,DCP/pop/5605,DCCP/Class J /1483,1,9
598,5/13/2019,DCLPS/1152,DCP/pop/5511,DCCP/Class A/1480,248,0
599,5/13/2019,DCLPS/1153,DCP/pop/5589,DCCP/Class J /1481,29,8
600,5/13/2019,DCLPS/1154,DCP/pop/5530,DCCP/Class J /1483,37,2
601,5/13/2019,DCLPS/1155,DCP/pop/5496,DCCP/Class A/1487,30,9
602,5/13/2019,DCLPS/1156,DCP/pop/5517,DCCP/Class J /1494,106,3
603,5/13/2019,DCLPS/1157,DCP/pop/5485,DCCP/Class A/1484,133,7
604,5/13/2019,DCLPS/1158,DCP/pop/5562,DCCP/Class A/1480,247,0
605,5/13/2019,DCLPS/1159,DCP/pop/5610,DCCP/Class A/1484,131,8
606,5/13/2019,DCLPS/1160,DCP/pop/5538,DCCP/Class A/1487,204,8
607,5/13/2019,DCLPS/1161,DCP/pop/5596,DCCP/Class H/1514,63,1
608,5/13/2019,DCLPS/1162,DCP/pop/5564,DCCP/Class H/1512,265,1
609,5/13/2019,DCLPS/1163,DCP/pop/5567,DCCP/Class A/1480,249,0
610,5/13/2019,DCLPS/1164,DCP/pop/5543,DCCP/Class J /1494,264,3
611,5/13/2019,DCLPS/1165,DCP/pop/5506,DCCP/Class H/1514,17,7
612,5/13/2019,DCLPS/1166,DCP/pop/5639,DCCP/Class J /1475,100,9
613,5/14/2019,DCLPS/1167,DCP/pop/5556,DCCP/Class H/1513,151,5
614,5/14/2019,DCLPS/1168,DCP/pop/5484,DCCP/Class A/1480,121,7
615,5/14/2019,DCLPS/1169,DCP/pop/5569,DCCP/Class A/1487,260,8
616,5/14/2019,DCLPS/1170,DCP/pop/5488,DCCP/Class J /1483,239,9
617,5/14/2019,DCLPS/1171,DCP/pop/5651,DCCP/Class A/1484,275,3
618,5/14/2019,DCLPS/1172,DCP/pop/5591,DCCP/Class A/1480,128,1
619,5/15/2019,DCLPS/1173,DCP/pop/5647,DCCP/Class A/1480,117,3
620,5/15/2019,DCLPS/1174,DCP/pop/5574,DCCP/Class J /1481,241,6
621,5/15/2019,DCLPS/1175,DCP/pop/5613,DCCP/Class J /1482,268,0
622,5/15/2019,DCLPS/1176,DCP/pop/5528,DCCP/Class A/1485,75,8
623,5/15/2019,DCLPS/1177,DCP/pop/5546,DCCP/Class H/1513,126,2
624,5/15/2019,DCLPS/1178,DCP/pop/5544,DCCP/Class H/1514,137,3
625,5/15/2019,DCLPS/1179,DCP/pop/5654,DCCP/Class A/1480,200,10
626,5/15/2019,DCLPS/1180,DCP/pop/5509,DCCP/Class H/1514,70,5
627,5/16/2019,DCLPS/1181,DCP/pop/5529,DCCP/Class H/1512,170,7
628,5/22/2019,DCLPS/1182,DCP/pop/5511,DCCP/Class A/1480,41,2
629,5/22/2019,DCLPS/1183,DCP/pop/5625,DCCP/Class A/1480,8,6
630,5/22/2019,DCLPS/1184,DCP/pop/5490,DCCP/Class A/1480,138,7
631,5/22/2019,DCLPS/1185,DCP/pop/5631,DCCP/Class J /1494,166,4
632,5/22/2019,DCLPS/1186,DCP/pop/5611,DCCP/Class H/1514,181,10
633,5/22/2019,DCLPS/1187,DCP/pop/5622,DCCP/Class A/1480,240,1
634,5/22/2019,DCLPS/1188,DCP/pop/5609,DCCP/Class J /1494,108,8
635,5/22/2019,DCLPS/1189,DCP/pop/5629,DCCP/Class H/1514,96,9
636,5/22/2019,DCLPS/1190,DCP/pop/5605,DCCP/Class J /1483,13,6
637,5/22/2019,DCLPS/1191,DCP/pop/5532,DCCP/Class M/1530,126,0
638,5/23/2019,DCLPS/1192,DCP/pop/5628,DCCP/Class A/1480,200,8
639,5/23/2019,DCLPS/1193,DCP/pop/5572,DCCP/Class H/1512,142,0
640,5/23/2019,DCLPS/1194,DCP/pop/5569,DCCP/Class H/1514,291,1
641,5/23/2019,DCLPS/1195,DCP/pop/5630,DCCP/Class H/1514,292,8
642,5/23/2019,DCLPS/1196,DCP/pop/5643,DCCP/Class J /1494,130,10
